scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
18_1,nomal,Yomi,"Welcome, guest! Welcome to Yomi's clothing store.",,,,,,,7,,,,Null,,
18_1,nomal,Yomi,Oh? Long time no see.,,,,,,,7,,,,Null,,
18_1,nomal,Yomi,Do you want to be a fashionista? Try on Yomi's clothes! Hehehe.,,,,,,,7,,,,yomi,,
18_1,nomal,주인공,I was invited to a friend's house. So I came to buy new clothes.,,,,,,,9,,,,Null,,
18_1,nomal,주인공,"Wow, there are a lot of clothes, hats, bags, and accessories.",,,,,,,9,,,,Null,,
18_1,nomal,주인공,There are so many that I don't know which one to choose.,,,,,,,9,,,,Null,,
18_1,nomal,Yomi,"I'll choose the perfect outfit for you, guest.",,,,,,,7,,,,Null,,
18_1,nomal,Yomi,I've been interested in clothes since I was a kid.,,,,,,,7,,,,Null,,
18_1,nomal,Yomi,So I've made doll clothes and watched a lot of fashion show videos.,,,,,,,7,,,,Null,,
18_1,nomal,Yomi,That's how I developed my fashion sense.,,,,,,,7,,,,Null,,
18_1,nomal,Yomi,"My dream was to become a fashion designer, and I finally achieved it, hehehe.",,,,,,,7,,,,yomi,,
18_1,nomal,Yomi,What do you think P_name will be doing on July 7th at 7 PM when he/she turns 25?,,,,,,,7,,(불쑥 비장한 표정을 지으며 가까이 다가옴),,Null,,
18_1,nomal,주인공,Hmm... Let me see...,,,,,,,9,,,,Null,,
18_1,KeyToDream,주인공,Hmm... Let me see... ,,,,,,,9,,<노트 류를 띄워서 적도록 한다>,,Null,,
18_1,nomal,Yomi,Wow,,,,,,,7,,,,Null,,
18_1,KeyToDreamEnd,Yomi,That's a great imagination!,,,,,,,7,,,,Null,,
18_1,nomal,Yomi,"So, what kind of dream should you have in order for that imagination to become a reality?",,,,,,,7,,,,Null,,
18_1,nomal,Yomi,Do you want to express it in a drawing?,,,,,,,7,,,,Null,,
18_1,draw,주인공,Um... I want to achieve this dream.,,,,,,,9,,<그려보게 한다>,,Null,,
18_1,drawFinish,Yomi,"Yes, you will definitely achieve your dream.",,,,,,,7,,,,Null,,
18_1,drawEnd,Yomi,What can P_name do to achieve that dream?,,,,,,,7,,,,Null,,
18_1,nomal,Yomi,Make a plan on what you can do.,,,,,,,7,2,<노트류에 적도록 한다>,,Null,,
18_1,KeyToDream,Yomi,Make a plan on what you can do. ,,,,,,,7,2,<노트류에 적도록 한다>,,Null,,
18_1,nomal,Yomi,"Oh, that's a great plan!",,,,,,,7,,,,Null,,
18_1,KeyToDreamEnd,Yomi,"If you follow your plan, you will get closer to your dream, hehehe.",,,,,,,7,,,,yomi,,
18_1,nomal,Yomi,Here's a gift of encouragement from Yomi.,,,,,,,7,,(열쇠 목걸이를 건네며),,Null,,
18_1,nomal,Yomi,I support P_name's dream. Stay strong!,,,,,,,7,,,,Null,,
18_1,nomal,주인공,Stay strong!,,,,,,,9,,,,Null,,
18_1,end,end,end,,,,,,,,,,,Null,,
