scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
0_1,cuttoon,주인공,Wow! It's the beginning of a new life! I'm excited!,,,,,,,9,0,(캐리어를 끌며),문제 번호,Null,,
0_1,Dcuttoon,주인공,"Dad, Mom, I want to be healthy and strong, and never get sick again.",,,,,,,9,0,,,Null,,
0_1,cuttoon,Mom,"P_name, how about going to ""Hope Floats Island""?",,,,,,,10,4,,,Null,,
0_1,Dcuttoon,주인공,Hope Island? Where is it?,,,,,,,9,4,,,Null,,
0_1,Dcuttoon,Dad,"It's a floating island in the sky, and it's supposed to be a fantastic place.",,,,,,,11,4,,,Null,,
0_1,Dcuttoon,Dad,"If we go to that island, P_name can be whatever she wants.",,,,,,,11,4,,,Null,,
0_1,Move,Dad,<Scene transition>,,,,,,,11,4,,,Null,,
0_1,cuttoon,Mom,Exciting and wonderful things happen every day on Hope Floats Island! ,,,,,,,10,1,,,Null,,
0_1,cuttoon,Dad,"Swim in the sea during the day and fish in the pond, and at night, enjoy watching the twinkling stars in the night sky.",,,,,,,11,2,(말을 자르며),,Null,,
0_1,cuttoon,Mom,"While having fun on Hope Island, P_name's body and mind will naturally become healthier!",,,,,,,10,4,,,Null,,
0_1,cuttoon,주인공,"Yay! Departing to the fantastic island, Hope Island~!",,,,,,,9,3,"(약간 들뜬 표정으로 상상에 잠긴다. 혼자 별이 쏟아질 듯한 밤하늘을 바라보며 여유를 즐기는 모습, 낚시를 하는 모습 등을 상상한다.)",,Null,,
0_1,nomal,주인공,It seems like we're almost there...,,,,,,,9,,(숲으로 보이는 화면에서 두리번거리며) ,,Null,,
0_1,Move,주인공,<Scene transition>,,,,,,,9,,(숲으로 보이는 화면에서 두리번거리며) ,,Null,,
0_1,tutorial,주인공,Ah~ This is the place where I'll stay! Shall we go inside?,,,,,,,9,,(숲으로 보이는 화면에서 두리번거리며) ,,Null,,
0_1,Move,주인공,<Scene transition>,,,,,,,9,,,,Null,,
0_1,nomal,주인공,Yay! I like it! Now let's explore the village.,,,,,,,9,,,,Null,,
0_1,nomal,Nari,Hello! New friend!,,,,,,,5,,(주인공을 발견한 나리)  ,,Null,,
0_1,nomal,주인공,Hi! I'll be living on this island from now on. My name is P_name.,,,,,,,9,,(살짝 경계하며),,Null,,
0_1,nomal,Nari,I'm Nari! Welcome to Hope Floats Island. ,,,,,,,5,,,,nari,,
0_1,nomal,Nari,P_name! Do you want me to show you around the island?,,,,,,,5,,(웃으며) ,,nari,,
0_1,nomal,주인공,Sure. I wanted to take a look around the island anyway.,,,,,,,9,,(쑥스러워하며) ,,Null,,
0_1,nomal,Nari,Alright! Mission accomplished—helping the new friend!,,,,,,,5,,,,Null,,
0_1,nomal,Nari,"Then let's go to the house of the village leader, Suho! Follow me.",,,,,,,5,,(이장님이 있는 곳으로 걸어간다 -> 잠시 후 도착),,nari,,
