scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
12_1,nomal,Mom,P_name! Mom and Dad are here!,,,,,,,10,,,,Null,,
12_1,nomal,주인공,Mom~ Dad~ Welcome.,,,,,,,9,,,,Null,,
12_1,nomal,주인공,I missed you so much.,,,,,,,9,,,,Null,,
12_1,nomal,Dad,We missed you too!,,,,,,,11,,,,Null,,
12_1,nomal,Mom,Looks like P_name has been doing well on Hope Island!,,,,,,,10,,,,Null,,
12_1,nomal,Dad,"Yes, P_name seems to be having a lot of fun.",,,,,,,11,,,,Null,,
12_1,nomal,Dad,How was it living on this island?,,,,,,,11,,,,Null,,
12_1,nomal,주인공,I became close with the friends on the island. We exercised and ate together.,,,,,,,9,,,,Null,,
12_1,nomal,Mom,I see.,,,,,,,10,,,,Null,,
12_1,nomal,Mom,"So, P_name's expression brightened up and smiled a lot more than before.",,,,,,,10,,(과거의 모습과 현재의 모습을 Before-After로 띄워서 하나하나 비교한다.) 2컷 있음,,Null,,
12_1,Panorama,Mom,"Most importantly, you seem to be healthier and happier.",,,,,,,10,1,위 과거 여기 현재,,Null,,
12_1,nomal,Dad,You look good. It's reassuring.,,,,,,,11,,,,Null,,
12_1,nomal,Dad,Then it's okay for P_name to stay on this island longer!,,,,,,,11,,,,Null,,
12_1,nomal,Mom,What does P_name think about it?,,,,,,,10,,,,Null,,
12_1,nomal,Mom,Mom and Dad approve as long as you're happy.,,,,,,,10,,,,Null,,
12_1,nomal,Mom,"So, what's P_name's choice? ",,,,,,,10,,,,Null,,
12_1,nomal,주인공,I want to stay on Hope Island.,,,,,,,9,,,,Null,,
12_1,nomal,주인공,I like my friends and all the adults on the island.,,,,,,,9,,,,Null,,
12_1,ReloadEnd,end,end,,,,,,,10,,,,Null,,
