scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
22_1,nomal,Nari,P_name! Can you take a pretty picture of me?,,,,,,,5,,(이를 드러내며 웃는다),,Null,,
22_1,nomal,주인공,"Sure, what kind of picture do you want?",,,,,,,9,,,,Null,,
22_1,nomal,Nari,Take a picture of me brushing my teeth.,,,,,,,5,,(충격 받은 표정으로),,nari,,
22_1,nomal,주인공,You want me to take a picture of you brushing your teeth?,,,,,,,9,,(당황),,Null,,
22_1,nomal,Nari,"Yeah, it's for a teeth-brushing photo contest.",,,,,,,5,,"주인공의 이를 확대해서 보여준다. 누렇고, 치석이 껴있고, 음식물도 그득함. 어금니 쪽엔 충치도(앞니와 입을 벌린 모습 둘 다 보여줌)",,Null,,
22_1,nomal,주인공,There's a teeth-brushing photo contest?,,,,,,,9,,(머쓱해 하며),,Null,,
22_1,nomal,Nari,"Yeah, it's an event to promote how important healthy teeth are. That's why I want to participate too.",,,,,,,5,,,,Null,,
22_1,nomal,주인공,"Now that I think about it, your teeth look clean and healthy.",,,,,,,9,,,,Null,,
22_1,nomal,주인공,"I forget to brush my teeth sometimes, ",,,,,,,9,,,,Null,,
22_1,nomal,주인공,so they are not always clean and sometimes hurt.,,,,,,,9,,,,Null,,
22_1,nomal,Nari,They say that brushing your teeth is the foundation of healthy teeth.,,,,,,,5,,,,Null,,
22_1,nomal,Nari,You need to brush your teeth well to prevent cavities.,,,,,,,5,,,,Null,,
22_1,nomal,Nari,I studied about healthy teeth to participate in this teeth-brushing photo contest.,,,,,,,5,,,,Null,,
22_1,nomal,주인공,What should I do then?,,,,,,,9,,(시무룩해 하며),,Null,,
22_1,nomal,Nari,"Well, you need to learn the right way to brush your teeth and then brush them well.",,,,,,,5,,,,Null,,
22_1,nomal,Nari,I'll tell you what I learned.,,,,,,,5,,,,nari,,
22_1,Tooth,Nari,You need to have the right brushing habits from a young age.,,,,,,,5,0,,,Null,,
