scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
23_1,nomal,주인공,"Hey guys, hi!",,,,,,,9,,,,Null,,
23_1,nomal,주인공,Let's have fun today instead of exercising.,,,,,,,9,,,,Null,,
23_1,LookAt,Himchan,I agree! What should we do then?,,,,,,,1,,,,Null,,
23_1,nomal,Nari,"How about trying traditional games? Like Jegichagi, Yutnori, and Yeon-naligi.",,,,,,,5,,,,Null,,
23_1,nomal,Nari,"Oh, I just remembered! Let's play Four Square.",,,,,,,5,,,,Null,,
23_1,nomal,주인공,Four Square? What kind of game is that?,,,,,,,9,,,,Null,,
23_1,nomal,Himchan,Four Square is a game played by drawing a play board on the floor.,,,,,,,1,,,,Null,,
23_1,cuttoon,Himchan,"First, draw a square play board on the ground and write numbers from 1 to 8 inside it.",,,,,,,1,0,(일러스트),,Null,,
23_1,Dcuttoon,Himchan,Prepare a small stone each and start the game.,,,,,,,1,0,,,Null,,
23_1,cuttoon,Himchan,The winner of the rock-paper-scissors puts the stone in the number 1 square.,,,,,,,1,1,,,Stone,,
23_1,Dcuttoon,Himchan,"And then, starting from number 2 square, each P_name jumps to the next square in one step.",,,,,,,1,1,(시범을 보여줌),,Null,,
23_1,Dcuttoon,Himchan,"If you step on the line or fall, you're out!",,,,,,,1,1,,,Null,,
23_1,Dcuttoon,Himchan,"Then, the chance goes to the next person.",,,,,,,1,1,,,Null,,
23_1,cuttoon,Himchan,"If you succeed, throw the stone to the number 2 square and jump to the last square again.",,,,,,,1,2,Q. 컷툰 이미지가 사방치기이미지랑 힘찬이랑 나리가 시범?을 보이는 이미지 2개만 있는데 이대로 연출하면 되나요?,,Stone,,
23_1,cuttoon,Himchan,Repeat this eight times to succeed!,,,,,,,1,3,,,Null,,
23_1,Dcuttoon,Himchan,"The successful person turns around and throws the stone, taking the square where the stone landed.",,,,,,,1,3,,,Null,,
23_1,cuttoon,Himchan,"At the end of the game, the person who occupies the most squares wins. Hahaha.",,,,,,,1,4,(나리와 힘찬이가 시범을 보이는 내용의 일러스트.),,Null,,
23_1,nomal,Himchan,"Since Four Square is played by jumping on one foot, you can improve your sense of balance.",,,,,,,1,,,,Null,,
23_1,nomal,Himchan,Who do you think will win among us? Let's try it out now!,,,,,,,1,,,,Null,,
23_1,end,end,z  ,,,,,,,0,,,,Null,,
