scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
10_1,nomal,Himchan,Oh? You came to exercise early this morning.,,,,,,,1,,,,Null,,
10_1,nomal,주인공,"I wanted to exercise with Himchan, so I came early.",,,,,,,9,,,,Null,,
10_1,nomal,Himchan,Hahaha... You know it too! Exercising with two people is more fun than alone.,,,,,,,1,,,,himchan,,
10_1,nomal,Himchan,Then let's do an exercise that we can do together today.,,,,,,,1,,,,Null,,
10_1,nomal,Himchan,"Right away, badminton! Have you ever played badminton?",,,,,,,1,,,,Null,,
10_1,nomal,주인공,"No, I have seen people play badminton, but I have never played it myself.",,,,,,,9,,,,Null,,
10_1,cuttoon,Himchan,"Great. First, prepare a badminton racket and a shuttlecock shaped like a feather.",,,,,,,1,0,(라켓을 들며) /셔틀콕 그림,,Null,,
10_1,cuttoon,Himchan,Hold the racket so that the racket face is parallel to the ground and the racket is standing upright from the ground. Hold the racket handle like a handshake.,,,,,,,1,1,,,Null,,
10_1,cuttoon,Himchan,Stand with your feet shoulder-width apart and your knees slightly bent.,,,,,,,1,2,,,Null,,
10_1,cuttoon,Himchan,"Alright, let's get started. Keep your elbow up and the racket standing upright, because you don't know when and where the shuttlecock will fly.",,,,,,,1,3,,,Null,,
10_1,Panoramas,Himchan,Is this your first time playing? Why are you so good at it?,,,,,,,1,3,셔틀콕을 주고받는 사진 두 장,,ShuttleCock,,
10_1,nomal,주인공,Haha~ Badminton is really fun!,,,,,,,9,,,,Null,,
10_1,nomal,Himchan,"Even though I'm a badminton expert, would you like to play a match with me? Haha.",,,,,,,1,1,<계속 주고 받는 힘찬이와 주인공의 모습>,,himchan,,
10_1,end,end,z  ,,,,,,,1,1,,,Null,,
