scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
7_1,nomal,Hami,"Hi, P_name. What did you eat today?",,,,,,,3,,,,hami,,
7_1,nomal,주인공,I haven't eaten yet. I'm about to eat now.,,,,,,,9,,,,Null,,
7_1,nomal,Hami,Then let's eat together. I just picked some vegetables from my garden. What should we make with these?,,,,,,,3,,,,Null,,
7_1,nomal,주인공,"There are spinach, lettuce, eggplant, and zucchini. How about bibimbap?",,,,,,,9,,,,Null,,
7_1,nomal,Hami,Sounds perfect! Bibimbap is the best-known dish in the world with perfect nutrition.,,,,,,,3,,,,Null,,
7_1,nomal,주인공,"Wow, bibimbap is so nutritious? How is it good for us?",,,,,,,9,,,,Null,,
7_1,cuttoon,Hami,Listen up carefully. Carbohydrates in rice provide energy for our activities. ,,,,,,,3,0,,,Null,,
7_1,cuttoon,Hami,"Proteins in meat or eggs form various organs such as muscles, bones, skin, and blood vessels.",,,,,,,3,1,,,Null,,
7_1,cuttoon,Hami,"Foods high in protein include chicken breast, beef tenderloin, peanuts, tofu, and salmon.",,,,,,,3,2,,,Null,,
7_1,Dcuttoon,Hami,"Remember, eat a lot of high-protein foods to become strong!",,,,,,,3,2,,,Null,,
7_1,cuttoon,Hami,Fat in sesame oil provides us with energy and maintains body temperature.,,,,,,,3,3,,,Null,,
7_1,Dcuttoon,Hami,"These three nutrients are essential for our bodies, so we need to eat them evenly.",,,,,,,3,3,,,Null,,
7_1,nomal,주인공,I want to eat bibimbap quickly! My mouth is watering.,,,,,,,9,,,,Null,,
7_1,cuttoon,Hami,My stomach is sending a signal that it wants to eat too.,,,,,,,3,4,"비빔밥 완성전, 완성 후 2컷! (페이드 인,아웃 하면서 이미지 바꾸기)",,Null,,
7_1,cuttoon,Hami,"Mmm, that was delicious! It tasted even better because we ate together, right?",,,,,,,3,5,,,Null,,
7_1,nomal,주인공,"Yeah, it tasted good, was nutritious, and made us stronger.",,,,,,,9,,,,Null,,
7_1,nomal,주인공,"Hamiya! Next time, I'll prepare the food.",,,,,,,9,,,,Null,,
7_1,nomal,Hami,"Oh, I'm looking forward to it! Remember the essential nutrients when preparing food!",,,,,,,3,,,,Null,,
7_1,end,end,"Oh, I'm looking forward to it! Remember the essential nutrients when preparing food! ",,,,,,,9,,,,Null,,
