scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
13_1,nomal,Nari,"P_name, hi! It's me, Nari! Can you come out for a moment?",,,,,,,5,,,,Null,,
13_1,nomal,주인공,"Sure, come on in, Nari! What's up?",,,,,,,9,,,,Null,,
13_1,Panorama,Nari,Our mom and dad live in Acorn Village. I want to show Acorn Village to P_name. Would you like to come with me tomorrow to Acorn Village?,,,,,,,5,1,[나리에게 온 편지 일러스트],,Null,,
13_1,nomal,주인공,"Sure, but is Acorn Village close to Hope Island?",,,,,,,9,,,,Null,,
13_1,nomal,Nari,"No, it's a bit far. That's why we have to take a boat to get there.",,,,,,,5,,,,Null,,
13_1,nomal,주인공,"We're going on a boat? Wow, that sounds exciting!",,,,,,,9,,,,Null,,
13_1,nomal,Nari,"Alright, P_name! Let's meet at the harbor tomorrow!",,,,,,,5,,,,Null,,
13_1,nomal,주인공,"Sure thing, Nari! See you tomorrow.",,,,,,,9,,,,Null,,
13_1,moveTos,Nari,"P_name, you're here. Let's go to catch the boat to Acorn Village.",,,,,,,5,,,,Null,,
13_1,nomal,주인공,"P_name, you're here. Let's go to catch the boat to Acorn Village.",,,,,,,9,,,,Null,,
13_1,nomal,Kang Tae Gom,Hello! P_name and Nari. Where are you going?,,,,,,,15,,주인공과 나리 선착장으로 이동하는 중 강태곰 만남. ,,Null,,
13_1,nomal,주인공,We're going to Acorn Village.,,,,,,,9,,,,Null,,
13_1,nomal,Kang Tae Gom,"Isn't Acorn Village where Nari's family lives? In that case, you just need to take this boat. I'll safely take you there by boat.",,,,,,,15,,(배를 가리키며) ,,Null,,
13_1,nomal,주인공,"Thank you, Kang Tae Gom.",,,,,,,9,,12,,Null,,
13_1,cuttoon,Kang Tae Gom,"Alright, now that everyone is on board, let's set sail for Acorn Village! Woosh~!",,,,,,,15,2,[연기 나오며 희망둥둥섬에서 멀어지는 배],,Null,,
13_1,moveToA,Kang Tae Gom,"Alright, now that everyone is on board, let's set sail for Acorn Village! Woosh~!",,,,,,,15,2,뿌~앙~~,,Null,,
