scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
25_1,nomal,Himchan,P_name! Do you want to practice hopping today?,,,,,,,1,,,,Null,,
25_1,nomal,주인공,Hopping?,,,,,,,9,,,,Null,,
25_1,nomal,주인공,It was difficult for me to hop last time when we played tag.,,,,,,,9,,,,Null,,
25_1,nomal,Himchan,"It was difficult for me too, so I wanted to practice with you.",,,,,,,1,,,,Null,,
25_1,nomal,Himchan,We will practice while playing the Hopping game.,,,,,,,1,0,일러스트 영상(컷툰),,Null,,
25_1,cuttoon,Himchan,"First, draw a starting line and choose one person to be the ""catcher.""",,,,,,,1,0,,,Null,,
25_1,Dcuttoon,Himchan,"Everyone except the ""catcher"" hops forward as far as they can from the starting line. ",,,,,,,1,1,,,Null,,
25_1,Dcuttoon,Himchan,"Then, they turn around and face the starting line.",,,,,,,1,1,,,Null,,
25_1,Dcuttoon,Himchan,The person who is the “catcher” stays at the starting line and reaches out to touch the other P_names.,,,,,,,1,1,,,Null,,
25_1,Dcuttoon,Himchan,"If the ""catcher"" touches someone, that person becomes the “catcher.”",,,,,,,1,,,,Null,,
25_1,Dcuttoon,Himchan,"If the ""catcher"" fails to touch anyone, they have to hop back into the starting line with one foot.",,,,,,,1,,,,Null,,
25_1,Dcuttoon,Himchan,"If they touch or step over the starting line, they become the ""catcher.""",,,,,,,1,,,,Null,,
25_1,Dcuttoon,Himchan,"After hopping with one foot, they hop with two feet, three feet, and up to ten feet, but the person who is the ""catcher"" always hops one foot less than the others.",,,,,,,1,,,,Null,,
25_1,Dcuttoon,Himchan,"If everyone hops with three feet, the ""catcher"" only hops with two feet.",,,,,,,1,,,,Null,,
25_1,Dcuttoon,Himchan,"When they finish hopping ten feet, everyone has to come back to the starting line doing the action the “catcher” asks for.",,,,,,,1,,,,Null,,
25_1,nomal,Himchan,"The ""catcher"" then catches the people who cannot do the action.",,,,,,,1,,,,Null,,
25_1,nomal,Himchan,"The actions that the ""catcher"" asks for include duck walk, bunny hop, and turtle walk.",,,,,,,1,,,,Null,,
25_1,nomal,Himchan,"Wouldn't it be fun to practice hopping? Okay, let's get started! Wahahaha.",,,,,,,1,,,,himchan,,
25_1,cuttoonE,Himchan,"< Afterwards, the story concludes with a scene of Himchan and the protagonist taking a leap in the air> ",,,,,,,1,1,,,Null,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
