scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
32_1,nomal,Suho,"P_name, hello! Are you here to exercise again today?",,,,,,,4,,운동하고 있는 주인공을 발견한 이장님,,Null,,
32_1,nomal,주인공,"Huff, huff... Yes, Mayor! Hello.",,,,,,,9,,,,Null,,
32_1,nomal,Suho,You seem to be exercising diligently. It appears that you’re in very good health.,,,,,,,4,,,,Null,,
32_1,nomal,주인공,"Exercising makes my body feel strong, and it lifts my spirits, too!",,,,,,,9,,,,Null,,
32_1,nomal,Suho,"Oh, that's admirable. P_name, since you're here, you've been making many commendable choices for your health.",,,,,,,4,,,,Null,,
32_1,nomal,주인공,Commendable choices? ,,,,,,,9,,,,Null,,
32_1,nomal,Suho,I mean that you've been making good choices for your health. The choices we make can greatly impact our health in either a positive or negative way.,,,,,,,4,,,,Null,,
32_1,nomal,Suho,"For example, what do you usually drink when you go to a restaurant, water or carbonated beverages?",,,,,,,4,,,,Null,,
32_1,nomal,주인공,"Um... I choose water. Even though carbonated drinks can be tasty, water is good for your health.",,,,,,,9,,,,Null,,
32_1,nomal,Suho,Exactly. That's an example of a commendable health-conscious choice. Your dedication to exercise falls in the same category.,,,,,,,4,,,,Null,,
32_1,nomal,주인공,"I see! I've been making good choices, then.",,,,,,,9,,,,Null,,
32_1,nomal,Suho,"Indeed, you have or haven't. Now, let's take a look at some of the activities you've been engaged in here on Hope Island.",,,,,,,4,,,,Null,,
32_1,Panorama,Suho,"Wow, impressive! You've been involved in such a variety of activities, P_name.",,,,,,,4,2,<P_name가 지금까지 했던 퀘스트 목록 보여주기> ,,Null,,
32_1,nomal,주인공,They were all fun and enjoyable.,,,,,,,9,,,,Null,,
32_1,nomal,Suho,"Furthermore, since these activities were for the improvement of your physical and mental health, they are even more remarkable!",,,,,,,4,,,,Null,,
32_1,nomal,주인공,I plan to continue making good choices for my health in the future.,,,,,,,9,,,,Null,,
32_1,nomal,Suho,"That's the spirit! Now, let's plan what choices and activities you'll engage in to maintain your health going forward.",,,,,,,4,,,,Null,,
32_1,Healthy,Suho,<Enter your health plan on the typing screen>,,,,,,,4,,메모장 등장,,Null,,
32_1,nomal,Suho,"Finally, the health plan is complete! Now, let's put it into practice as planned. I'll be here cheering you on with all my might! Cheer up!",,,,,,,4,,,,Null,,
32_1,HealthyEnd,주인공,"Thank you, Mayor! I'll work hard to follow the plan and prioritize my health.",,,,,,,9,,,,Null,,
32_1,end,end,End,,,,,,,,,이장님과 함께 세운 계획을 부모님께 확인 받아보세요. 멋진 선물이 기다리고 있답니다.,,Null,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
