scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
6_2,nomal,Nari,You need to have the right brushing habits from a young age. ,,,,,,,5,,,,Null,,
6_2,nomal,Nari,The basic brushing habit is the 333 rule!,,,,,,,5,,,,Null,,
6_2,nomal,Nari,"Brush your teeth 3 times a day, within 3 minutes after each meal, and brush for 3 minutes each time!",,,,,,,5,,,,Null,,
6_2,nomal,Nari,It's also important to clean every corner of your mouth.,,,,,,,5,,,,Null,,
6_2,Tooth,Nari,"Brush the outside of your front teeth and molars in the direction of the teeth, starting from the gums.",,,,,,,5,1,,,Chikachika,,
6_2,Tooth,Nari,"Brush the inside of your front teeth in a circular motion, using a vertical brush position.",,,,,,,5,2,,,Chikachika,,
6_2,Tooth,Nari,Clean the chewing surfaces by brushing back and forth.,,,,,,,5,3,,,Chikachika,,
6_2,nomal,Nari,Don't forget to brush the inside of your molars that are difficult to reach with your brush.,,,,,,,5,,,,Null,,
6_2,Tooth,Nari,Don't forget to gently brush your tongue as well.,,,,,,,5,4,,,Chikachika,,
6_2,Tooth,Nari,"After brushing your teeth, use dental floss to remove any food stuck in between.",,,,,,,5,5,(모션),,Chikachika,,
6_2,Tooth,Nari,"Oops! To prevent cavities, eating habits are also important.",,,,,,,5,6,,,Null,,
6_2,nomal,Nari,Drink plenty of water and chew food more than 30 times before swallowing.,,,,,,,5,,,,Null,,
6_2,nomal,Nari,It's better not to eat before going to bed and to eat less sweet food.,,,,,,,5,,,,Null,,
6_2,nomal,주인공,"Oh, there's so much to know and so much to do.",,,,,,,9,,,,Null,,
6_2,nomal,Nari,"But if you do it every day, it will become a habit and it will be easier.",,,,,,,5,,(엄한 표정으로) ,,Null,,
6_2,nomal,Nari,You need to develop good brushing habits right now.,,,,,,,5,,,,Null,,
6_2,nomal,Nari,Yap! Get ready for a mission to make healthy teeth!,,,,,,,5,,,,Null,,
6_2,nomal,Nari,"Nari will give you a heart for a toothbrushing game, so play the toothbrushing mini-game!",,,,,,,5,,,,Null,,
6_2,nomal,Nari,You can get a reward after completing brushing. Smile!,,,,,,,5,,,,nari,,
6_2,nomal,주인공,"Got it, I'll brush my teeth right away!",,,,,,,9,,,,Null,,
6_2,Tooth,end,z ,,,,,,,,7,,,Null,,
