scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
11_1,nomal,주인공,"Hello, Master Suho. (Greetings) Heemang!",,,,,,,9,,,,heimang,,
11_1,nomal,Suho,"Dung-dung! P_name, hey! What brings you here today?",,,,,,,4,,(꽃에 물을 주며 정원을 가꾸고 있던 이장),,dung,,
11_1,nomal,주인공,I have something I want to ask the problem solver.,,,,,,,9,,,,Null,,
11_1,nomal,Suho,"Of course, go ahead and tell me. I'll help you solve your problem today.",,,,,,,4,,(하던 일을 마무리 하듯 손을 탁탁 털며) (앉을 만한 곳으로 안내하며),,Null,,
11_1,nomal,주인공,I don't know what kind of dream I should have.,,,,,,,9,,,,Null,,
11_1,nomal,Suho,"P_name! Before you think about what kind of dream to have, you should first think about what values you want to live by.",,,,,,,4,,,,Null,,
11_1,nomal,주인공,Values? What do you mean by that?,,,,,,,9,,,,Null,,
11_1,nomal,Suho,Values mean what you think is important to yourself.,,,,,,,4,,,,Null,,
11_1,nomal,Suho,I think it's important to care for nature and neighbors.,,,,,,,4,,,,Null,,
11_1,nomal,Suho,"What do you think is important, P_name?",,,,,,,4,,,,Null,,
11_1,nomal,주인공,I'm not sure. I haven't thought about it.,,,,,,,9,,,,Null,,
11_1,nomal,Suho,Then it's time to draw some cards! Pick the things that you think are important among the 20 cards.,,,,,,,4,,,,Null,,
11_1,train,,<Choosing value cards>,,,,,,,1,,"게임 화면이 나온다. 20개의 가치관이 써있는 표가 등장한다. 20개->10개->5개 5개는 중요 순서대로, (기차이미지)",,ValueCard,,
11_1,nomal,Suho,"By looking at the cards you've chosen, you can see what P_name thinks is important.",,,,,,,4,,,,Null,,
11_1,nomal,Suho,These values will help you achieve your dreams.,,,,,,,4,,,,Null,,
11_1,trainEnd,Suho,"And if you try to find something you like and are good at, you will eventually achieve your dream.",,,,,,,4,,,,Null,,
11_1,nomal,Suho,"Today, we solved another problem!",,,,,,,4,,,,Null,,
11_1,end,end,end,,,,,,,5,,,,Null,,
