scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
6_1,nomal,나리,P_name아!  나 예쁘게 사진 좀 찍어줄 수 있니?  ,,,,,,,5,,(이를 드러내며 웃는다),,Null,,
6_1,nomal,주인공,어. 그럴게. 어떤 사진을 찍고 싶은데? ,,,,,,,9,,,,Null,,
6_1,nomal,나리,내가 양치질하는 모습을 찍어줘. 다람.,,,,,,,5,,(충격 받은 표정으로),,nari,,
6_1,nomal,주인공,양치질 하는 모습을 찍어달라고?,,,,,,,9,,(당황),,Null,,
6_1,nomal,나리,"어, 치카치카 양치질 사진 콘테스트에 낼 사진이거든. ",,,,,,,5,,"주인공의 이를 확대해서 보여준다. 누렇고, 치석이 껴있고, 음식물도 그득함. 어금니 쪽엔 충치도(앞니와 입을 벌린 모습 둘 다 보여줌)",,Null,,
6_1,nomal,주인공,양치질 사진 콘테스트가 있어? ,,,,,,,9,,(머쓱해 하며),,Null,,
6_1,nomal,나리,어. 건강한 치아가 얼마나 중요한지 알리기 위한 행사래. 그래서 나도 참가하려고. 다람.,,,,,,,5,,,,Null,,
6_1,nomal,주인공,그러고보니 나리의 이는 깨끗하고 건강해보인다.,,,,,,,9,,,,Null,,
6_1,nomal,주인공,나는 깜빡 잊고 양치질을 안할 때가 많거든. ,,,,,,,9,,,,Null,,
6_1,nomal,주인공,그래서 이도 깨끗하지 않고 콕콕 아플 때도 있어. ,,,,,,,9,,,,Null,,
6_1,nomal,나리,건강한 치아의 기본은 양치질이래. 다람.,,,,,,,5,,,,Null,,
6_1,nomal,나리,양치질을 잘 해야 충치도 예방할 수 있대. ,,,,,,,5,,,,Null,,
6_1,nomal,나리,이번에 양치질 사진 콘테스트에 참가하려고 건강한 치아에 대해 공부했거든. ,,,,,,,5,,,,Null,,
6_1,nomal,주인공,그럼 난 어쩌지?  ,,,,,,,9,,(시무룩해 하며),,Null,,
6_1,nomal,나리,"어쩌긴, 올바른 양치법을 배워서 양치질을 잘 하면 되지. ",,,,,,,5,,,,Null,,
6_1,nomal,나리,내가 공부한 대로 알려줄게. 다람. ,,,,,,,5,,,,nari,,
6_1,Tooth,나리,어릴 때부터 올바른 양치 습관을 가져야 한대. 다람.,,,,,,,5,0,,,Null,,
