scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
26_1,nomal,주인공,흠.. 요즘 부쩍 몸이 무거워지고 둔해진 것 같아.. ,,,,,,,9,,(울상인 얼굴로 혼잣말하며),,Null,,
26_1,nomal,하미,"하이! P_name아, 안녕! ",,,,,,,3,,(고민에 빠진 주인공에게 다가감),,Null,,
26_1,nomal,주인공,"하미야, 나 물어볼게 있는데... ",,,,,,,9,,,,Null,,
26_1,nomal,하미,뭔데? 궁금하면 뭐든지 하미에게 물어보시라~,,,,,,,3,,,,Null,,
26_1,nomal,주인공,있잖아. 내가 전보다 살이 찐 것 같니? 아닌 것 같니? 난 잘 모르겠어서 말이야. ,,,,,,,9,,,,Null,,
26_1,nomal,하미,"에잉, 뭐야? 그런 거라면 나한테 묻지 말고 BMI를 구해보면 되지.",,,,,,,3,,,,Null,,
26_1,nomal,주인공,BMI? 그게 뭔데?,,,,,,,9,,,,Null,,
26_1,cuttoon,하미,BMI(Body Mass Index)는 지방의 양을 추정하는 비만 측정법이거든. 다른말로 체질량지수라고도 하지.,,,,,,,3,0,[하미의 bmi 설명],,Null,,
26_1,Dcuttoon,하미,"BMI는 계산하면 알 수 있어. BMI가 18.5 미만이면 저체중, 18.5 ~ 22.9이면 정상, 23 ~ 24.9면 과체중, 25 이상이면 비만이라고 해.",,,,,,,3,0,,,Null,,
26_1,Dcuttoon,하미,그럼 먼저 BMI를 알아봐야 P_name이의 궁금증이 풀리겠지? ,,,,,,,3,0,,,Null,,
26_1,nomal,주인공,그러네. 그럼 체질량지수를 알아봐야겠네.,,,,,,,9,0,,,Null,,
26_1,BMI,주인공,BMI,,,,,,,3,0,,,Null,,
26_1,BMITalk,하미,BMITalk,,,,,,,3,,[하미 머리 위로 bmi말풍선],,Null,,
26_1,nomal,하미,띠링띠링! BMI 계산 결과가 나왔습니다. 하미는 BMI가 20.41이니까 정상!,,,,,,,3,,[하미 머리 위로 bmi말풍선],,Null,,
26_1,BMITalkT,하미,"그럼 나는 **네. 그런데, 과체중이랑 비만이 무슨 뜻이야?",,,,,,,9,,"** 저체중, 정상, 과체중, 비만",,Null,,
26_1,BMIEnd,주인공,"그럼 나는 **네. 그런데, 과체중이랑 비만이 무슨 뜻이야?",,,,,,,9,,"** 저체중, 정상, 과체중, 비만",,Null,,
26_1,nomal,하미,과체중이랑 비만은 한마디로 살이 많이 쪘다는 거야.,,,,,,,3,,,,Null,,
26_1,nomal,주인공,아~ 그렇구나!,,,,,,,9,,,,Null,,
26_1,nomal,하미,"과체중이나 비만이면 병에 걸리기 쉽거든. 그래서 하미는 과체중, 비만이 되지 않으려고 노력하고 있지. ",,,,,,,3,,,,Null,,
26_1,nomal,주인공,어떻게 노력하는데?,,,,,,,9,,,,Null,,
26_1,cuttoon,하미,"아주 좋은 질문이야. 첫째, 음식이 맛있다고 너무 많이 먹지 않기, 음식을 천천히 꼭꼭 씹어먹기",,,,,,,3,1,[칠판에 4가지 방법],,Null,,
26_1,cuttoon,하미,"둘째, 햄버거, 피자, 라면 같은 인스턴트 음식 많이 먹지 않기,  채소와 과일 등 몸에 좋은 음식을 골고루 먹기!",,,,,,,3,2,,,Null,,
26_1,cuttoon,하미,"셋째, 규칙적으로 운동하기. 마지막으로 충분히 잠자기!  이 네 가지를 잘 지켜면 과체중, 비만 걱정은 뚝! ",,,,,,,3,3,,,Null,,
26_1,Dcuttoon,주인공,"오~ 이 네가지만 잘 지키면 되는 거야? 근데, 쉽지 않겠는 걸... ",,,,,,,9,,,,Null,,
26_1,nomal,하미,그러니까 노력이 필요한 거라구.,,,,,,,3,,,,Null,,
26_1,nomal,주인공,"알겠어! 그럼 나도 과체중이랑 비만이 되지 않도록 노력할거야. 하미야, 좋은 정보 알려줘서 고마워! ",,,,,,,9,,,,Null,,
26_1,nomal,하미,천만에! 궁금하면 뭐든 지 하미에게 또 물어봐! ,,,,,,,3,,,,Null,,
26_1,end,end,end,,,,,,,,,,,Null,,
