scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
24_1,nomal,이장,"P_name아, 오랜만이구나. 잘 지냈니? ",,,,,,,4,,,,Null,,
24_1,nomal,주인공,"네, 이장님! 안녕하세요. 초대해주셔서 감사해요.",,,,,,,9,,,,Null,,
24_1,nomal,이장,P_name가 와줘서 내가 고맙지. 그리고 여기 희망둥둥섬에서 잘 지내주니 더 고맙고.,,,,,,,4,,,,Null,,
24_1,nomal,주인공,"친구들 덕분이에요. 이제는 밥도 잘 먹고, 운동도 꾸준히 잘 하고 있어요.",,,,,,,9,,,,Null,,
24_1,nomal,이장,"오, 그래! 오늘은 P_name랑 얘기를 나누려고 초대했단다. 희망둥둥 토크 타임! 시작해볼까? P_name에게 가장 소중한 것은 무엇이니? ",,,,,,,4,,,,Null,,
24_1,nomal,주인공,제게 가장 소중한 것이요? 음…. 잘 모르겠어요... 가장 소중한 것이 뭔지 생각해본 적이 없거든요. ,,,,,,,9,,,,Null,,
24_1,nomal,이장,"그럴거야! 그런데 가끔 이런 깊이 있는 생각을 해보는 것도 좋거든. 내게 가장 소중한 것이 뭔지 생각하다보면, 소중한 것이 더 소중하게 느껴지고 새삼 감사한 마음도 들더구나.  ",,,,,,,4,,,,Null,,
24_1,nomal,주인공,아! 그렇구나! ,,,,,,,9,,,,Null,,
24_1,nomal,이장,"사람들에게 소중한 것들은 기쁠 때 더 큰 기쁨이 되고 힘들 땐 큰 힘이 되어주기 때문에, 힘든 일을 이겨낼 수 있게 해준다는 말씀! 참고로, 내게 가장 소중한 것은 이곳 희망둥둥섬과 섬 주민들이란다.",,,,,,,4,,,,Null,,
24_1,nomal,주인공,저도 꼭 생각해봐야겠어요. 제게 가장 소중한 것이 뭔지 알고 싶어요.,,,,,,,9,,,,Null,,
24_1,nomal,이장,옳거니! P_name가 가장 소중한 것이 뭔지 알아내는 방법을 알려주마! ,,,,,,,4,,,,Null,,
24_1,nomal,주인공,"와! 그런 방법도 있어요? 이장님, 얼른 알려주세요.",,,,,,,9,,,,Null,,
24_1,nomal,이장,"저길 한번 봐볼래? 저 나무는 ""소중한 보석 나무""란다. 저 나무에 열려있는 보석열매를 자세히 살펴보렴.  거기에는 어린이들이 소중하게 생각하는 것들이 새겨져 있단다. ",,,,,,,4,,소중한 보석나무를 가리키며,,Null,,
24_1,nomal,주인공,"와, 이런 건 처음 봐요. 반짝반짝 보석열매들이 정말 예뻐요. 어? 근데, 이 보석열매는 다른 것보다 더 빛나네요.",,,,,,,9,,,,Null,,
24_1,nomal,이장,소중한 보석나무에는 어린이들이 소중하게 생각하는 것들이 보석열매로 열리는데 말이다. 어린이들이 소중한 것에 감사하며 즐겁게 지내면 보석열매가 더 빛난단다.,,,,,,,4,,,,Null,,
24_1,nomal,주인공,저도 보석열매를 갖고 싶어요.,,,,,,,9,,,,Null,,
24_1,nomal,이장,그럼 거기 있는 바구니를 들어보거라. 그리고 보석나무에 열려있는 보석열매들을 잘 살펴보고 P_name가 소중하게 생각하는 것들이 셔겨져 있는 보석열매를 바구니에 담아보렴. 아무것도 적혀있지 않는 보석열매에는 P_name이가 직접 글씨를 쓸 수도 있단다.,,,,,,,4,,,,Null,,
24_1,nomal,주인공,어떤 것을 담아볼까? ,,,,,,,9,,,,Null,,
24_2,Jewel,주인공,<화면에 뜨는 보석에 소중한 것 입력하기>,,,,,,,10,,,,Null,,
24_1,JewelFinish,주인공,"이장님, 이것 보세요! 바구니가 가득 찼어요. 제가 소중하게 생각하는 게 이렇게 많은 줄 몰랐어요.",,,,,,,9,,,,Null,,
24_1,nomal,이장,P_name에게는 소중한 것이 많구나. 그럼 그 중에서 가장 소중하게 생각하는 보석열매 세 개를 골라보려무나.,,,,,,,4,,,,Null,,
24_1,Jewelselect,이장,P_name에게는 소중한 것이 많구나. 그럼 그 중에서 가장 소중하게 생각하는 보석열매 세 개를 골라보려무나.,,,,,,,4,,,,Null,,
24_1,JewelSelecFinish,이장,"오호라! P_name가 가장 소중하게 생각하는 것이 이 세 가지였구나.  근데, P_name가 소중하게 생각하는 것들이 언제든 바뀔 수도 있단다. 매우 자연스러운 일이지.",,,,,,,4,,,,Null,,
24_1,nomal,이장,"오호라! P_name가 가장 소중하게 생각하는 것이 이 세 가지였구나.  근데, P_name가 소중하게 생각하는 것들이 언제든 바뀔 수도 있단다. 매우 자연스러운 일이지.",,,,,,,4,,왠지 모르겠지만 자꾸 스크립트 점프뛰어서 그냥 넣어버린 한줄…,,Null,,
24_1,nomal,이장,"오호라! P_name가 가장 소중하게 생각하는 것이 이 세 가지였구나.  근데, P_name가 소중하게 생각하는 것들이 언제든 바뀔 수도 있단다. 매우 자연스러운 일이지.",,,,,,,4,,,,Null,,
24_1,JewelEnd,이장,그럼 오늘 고른 보석열매 세 개로 배지를 만들어주마. 이 배지를 보면서 소중한 것에 감사하며 힘을 내길 바란다.,,,,,,,4,,,,Null,,
24_1,nomal,주인공,"네, 이장님, 배지 감사합니다.  앞으로 보석처럼 소중한 것들을 기억하며 하루하루를 즐겁게 보낼게요.",,,,,,,9,,,,Null,,
24_1,end,end,,,,,,,,,,,,,,
