scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
17_1,nomal,힘찬,P_name아! 오늘은 우리 줄넘기 하자.,,,,,,,1,,(문을 똑똑 두드리며),,Null,,
17_1,nomal,힘찬,줄넘기를 하면 좋은 점이 많잖아.,,,,,,,1,,,,Null,,
17_1,nomal,주인공,"그래, 맞아. 누구나 쉽게 할 수 있고",,,,,,,9,,(문을 열어주고 손에 들린 줄넘기를 보며),,Null,,
17_1,nomal,주인공,팔짝팔짝 줄을 넘으면 진짜 신나고 재밌어. ,,,,,,,9,,,,Null,,
17_1,nomal,힘찬,"그 뿐 아니라 줄넘기를 하면 뼈는 튼튼, 근육은 탄탄,",,,,,,,1,,,,Null,,
17_1,nomal,힘찬,심장과 폐도 건강해져서 체력이 쑥쑥 좋아지거든.,,,,,,,1,,(운동장에 도착/역시나 주인공 차림새 체육복으로 변경 바람),,Null,,
17_1,JumpRope,힘찬,그러니까 오늘 줄넘기를 제대로 배워보자.  ,,,,,,,1,7,,,Null,,
17_2,nomal,힘찬,먼저 줄의 길이는 키에 맞게 조절해야해.,,,,,,,1,,,,Null,,
17_2,nomal,힘찬,"한 발로 줄의 가운데를 밞았을 때, 양쪽 줄의 끝이 가슴 중앙에 오면 돼.",,,,,,,1,,,,Null,,
17_2,nomal,힘찬,이번에는 손잡이를 잡아보자.,,,,,,,1,,,,Null,,
17_2,nomal,힘찬,손잡이는 뒷부분을 잡아. 엄지손가락으로 손잡이의 윗부분을 가볍게 누르듯 잡고 손목으로 돌리면 훨씬 쌩쌩 잘 돌아가. ,,,,,,,1,,,,Null,,
17_2,nomal,힘찬,"참, 줄넘기 하기 전에 스트레칭은 필수! 자, 몸에 힘을 빼고 정면을 봐.  ",,,,,,,1,,,,Null,,
17_2,nomal,힘찬,몸은 약간 앞으로 기울이고 두 발은 뒤로 굽히거나 앞으로 뻗어올리지 말아야 해.,,,,,,,1,,,,Null,,
17_2,nomal,힘찬,손잡이는 허리에 두고 가볍게 돌리면서 줄을 넘어봐. ,,,,,,,1,,,,Null,,
17_2,JumpRope,힘찬,팔짝 팔짝 팔짝 이렇게! ,,,,,,,1,0,(몇 번 넘으며 시범을 보여줌.),,Null,,
17_2,JumpRopeEnd,힘찬,너무 높이 뛰지말고 발 끝으로 가볍게 폴짝 폴짝!,,,,,,,1,,,,Null,,
17_2,nomal,힘찬,P_name도 한번 해보자.,,,,,,,1,,,,Null,,
17_2,JumpRope,주인공,이렇게? 팔짝 팔짝 팔짝,,,,,,,9,1,(서투르지만 노력하는 모습),,Null,,
17_2,nomal,힘찬,연습하면 더 잘 할 수 있을 거야.,,,,,,,1,,,,Null,,
17_2,nomal,힘찬,양 팔꿈치는 겨드랑에 붙이고 다시 뛰어보자.,,,,,,,1,,,,Null,,
17_2,JumpRope,힘찬,오우~ 꽤 잘 하는데! ,,,,,,,1,2,,,Null,,
17_2,nomal,힘찬,이제 다양하게 줄넘기를 하는 방법을 알려줄게.,,,,,,,1,,,,Null,,
17_2,JumpRopeEnd,힘찬,"[1. 양발 모아뛰기 ] 먼저 양발을 모아 뛰는 방법인데, 가장 쉬워. ",,,,,,,1,,,,Null,,
17_2,JumpRope,힘찬,점프! 점프! 점프! ,,,,,,,1,0,(시범을 보임=모션),,Null,,
17_2,JumpRopeEnd,힘찬,"[2.번갈아 뛰기] 번갈아 뛰기인데,  양발을 바꿔가면서 뛰는 방법이야. ",,,,,,,1,,,,Null,,
17_2,JumpRope,힘찬,점프! 점프! 점프! ,,,,,,,1,3,(시범을 보임=모션),,Null,,
17_2,JumpRopeEnd,힘찬,"[3.뒤돌려 뛰기] 뒤로 돌려 뛰는 방법인데, 줄을 뒤로 돌려서 뛰는 거야.",,,,,,,1,,,,Null,,
17_2,nomal,힘찬,양발 모아뛰기의 반대방향으로 뛰는 거지.,,,,,,,1,,,,Null,,
17_2,JumpRope,힘찬,점프! 점프! 점프! ,,,,,,,1,4,(시범을 보임=모션),,Null,,
17_2,JumpRopeEnd,힘찬,뒤로 뛰는 것은 좀 어렵지?,,,,,,,1,,,,Null,,
17_2,nomal,힘찬,"[4. 2단 뛰기] 이번에는 아주 어려운 동작인데, 바로 2단 뛰기야.",,,,,,,1,,,,Null,,
17_2,JumpRope,힘찬,줄을 빠르게 두 번 돌려서 넘는 동작이야.,,,,,,,1,5,(시범을 보임=모션),,Null,,
17_2,JumpRopeEnd,힘찬,너무 어려우면 줄없이 점프 후에 공중에서 맨손으로 두바퀴를 돌리는 연습을 해봐. ,,,,,,,1,,,,Null,,
17_2,JumpRope,주인공,모든 줄넘기 동작을 꼭 해내고 말거야! 홧팅! ,,,,,,,9,6,줄넘기 집어넣기,,Null,,
17_2,end,end,z ,,,,,,,9,,,,Null,,
