scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
12_1,nomal,엄마,P_name아! 우리 왔다~ ,,,,,,,10,,,,Null,,
12_1,nomal,주인공,"어? 또 오셨네요, 헤헤헤 ",,,,,,,9,,,,Null,,
12_1,nomal,주인공,엄마랑 아빠도 이 섬이 마음에 드시나봐요.,,,,,,,9,,,,Null,,
12_1,nomal,아빠,"헉, 어떻게 알았니? 이 섬에 자꾸 오고 싶어지네.  ",,,,,,,11,0,(바구니에 담긴 김밥 재료를 보여주며),,Null,,
12_1,nomal,주인공,어? 그게 뭐예요?  김밥에 들어가는 재료들이잖아요.,,,,,,,9,0,,,Null,,
12_1,nomal,엄마,헉? 어떻게 또 알았니? 김밥을 같이 만들어먹으려고 가져왔지.,,,,,,,10,0,,,Null,,
12_1,cuttoon,엄마,우리 셋이서 김밥을 만들어보자. ,,,,,,,10,0,김밥 만들기,,Null,,
12_1,cuttoon,엄마,우리 가족표 김밥 완성! ,,,,,,,10,1,완성된 요리와 시식 사진을 찍게 한다. 둘 다 가족들과 함께 찍도록 해야 함. 완성된 김밥을 들고 사진을 찍게 하거나 먹는 모습을 사진으로 찍도록 하기. 문구로 가족들/부모님과 함께 찍어보세요! 등 표기,,Chararang,,
12_1,Dcuttoon,엄마,동글동글 김밥을 한 입에 쏙!  맛은 어떨까? ,,,,,,,10,1,,,Null,,
12_1,Dcuttoon,주인공,으아아~ 내가 만든 김밥은 옆구리가 터져버렸네!,,,,,,,9,1,,,Null,,
12_1,Dcuttoon,주인공,하지만 괜찮아요. 터진 김밥도 맛은 좋으니까요.,,,,,,,9,1,,,Null,,
12_1,Dcuttoon,아빠,"허허허, 긍정적으로 생각하는 모습이 멋진 걸.  ",,,,,,,11,1,,,Null,,
12_1,Dcuttoon,아빠,어디 김밥이 얼마나 맛있는 지 먹어보자.  ,,,,,,,11,1,,,Null,,
12_1,cuttoon,주인공,우아~~ 최고에요. ,,,,,,,9,1,(하나 시식해보곤),,Null,,
12_1,Dcuttoon,주인공,"가족끼리 같이 만들어 먹으니까 더 맛있어요, 헤헤헤",,,,,,,9,1,,,Null,,
12_1,Dcuttoon,아빠,"허허허, 진짜 꿀맛이구나.",,,,,,,11,1,,,Null,,
12_1,Dcuttoon,아빠,앞으로 가족이 함께 하는 시간을 많이 가져야겠는 걸.,,,,,,,11,1,,,Null,,
12_1,nomal,아빠,다음에는 나들이를 가자꾸나. ,,,,,,,11,1,,,Null,,
12_1,ReloadEnd,end,z,,,,,,,11,1,,,Null,,
