scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
4_2,cuttoon,힘찬,"먼저 반드시 보호대를 착용해야 해. 무릎이랑 팔꿈치 보호대, 그리고 헬멧을 착용해야 넘어져도 안전하다구.  ",,,,,,,1,0,(보호구들을 건네며) ,,Null,,
4_2,Dcuttoon,힘찬,보호대는 헐겁지 않게 잘 조여서 착용해야 해. 그래야 내 몸을안전하게 보호할 수 있어.,,,,,,,1,1,"(직접 보호구를 착용시켜 주며)터치-> 자동으로 찾아가기(헬멧,팔꿈치, 무릎보호대)",,Null,,
4_2,Bike,힘찬,<퀘스트 이벤트>,,,,,,,1,1,"(직접 보호구를 착용시켜 주며)터치-> 자동으로 찾아가기(헬멧,팔꿈치, 무릎보호대)",,Null,,
4_2,cuttoon,힘찬,"헬멧은 눈썹에서 손가락 두개 정도 위로 올라가게 쓰고,헬멧이 움직이지 않게 머리둘레에 맞게 조절해서 써야 해.",,,,,,,1,1,,,Null,,
4_2,Dcuttoon,힘찬,턱 끈도 잘 맞게 조절해주고 말이야.,,,,,,,1,1,,,Null,,
4_2,nomal,힘찬,"자전거 타기! 시작해보자.  내가 뒤에서 꽉 잡고 있을 테니까, 일단 자전거 안장에 앉아봐.",,,,,,,1,,,,Null,,
4_2,Bicycle,힘찬,"손잡이를 이리저리 돌려보면서 균형감각을 익혀보고, 페달에 발을 올려놓고 힘차게 페달을 밞아봐. 시선은 앞을 보고. ",,,,,,,1,,"(힘찬이는 자전거를 뒤에서 잡아주고, 주인공은 서툴지만 노력해보는 모습) 자전거 모션 천천히 잘 탈때는 원래 속도대로..시계로 한시간 표시해주면 좋겠음",,BikeRing,,
4_2,nomal,주인공,어..어… 균형을 못잡겠어.. 넘어질 것 같아. ,,,,,,,9,,(주인공이 자전거를 서툴게 타는 모습 확대) ,,,,
4_2,nomal,힘찬,내가 안 넘어지게 뒤에서 잡고 있으니까 안심해도 돼.,,,,,,,1,,,,Null,,
4_2,Bicycle,힘찬,어? 벌써 한 시간이 지났네.,,,,,,,1,,,,Null,,
4_2,nomal,주인공,"와, 신기해. 내가 이렇게 빨리 자전거를 타게 되다니!",,,,,,,9,,(약 한시간 후 처음과 비교해 매우 능숙해진 모습)-> 속도변화로 나타냄,,Null,,
4_2,nomal,힘찬,네가 자전거를 타게 돼서 나도 좋다! 우하하.,,,,,,,1,,,,Null,,
4_2,Bicycle,힘찬,다음에는 오솔길을 같이 씽씽 달려보자. 그럼  오늘은 여기까지.,,,,,,,1,,,,Null,,
4_2,end,end,z ,,,,,,,1,,,,Null,,
