scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
29_1,nomal,이장,P_name아! 안녕! (인사) 희망! ,,,,,,,4,,,,heimang,,
29_1,nomal,주인공,"(인사) 둥둥!  수호이장님,  안녕하세요!",,,,,,,9,,,,dung,,
29_1,nomal,주인공,지난 번에 주신 감사나무 잘 키우고 있어요.,,,,,,,9,,,,Null,,
29_1,nomal,이장,옳거니!  반가운 소식이구나! ,,,,,,,4,,(자연스럽게 의자에 앉으며),,Null,,
29_1,Panorama,이장,P_name이가 우리 희망둥둥섬에 온 지도 벌써 한 달이 다 되어 가네. ,,,,,,,4,2,(파노라마처럼 예전의 기억이 넘어가도록...) ,,Null,,
29_1,nomal,이장,그동안 섬 생활은 어땠니? ,,,,,,,4,,,,Null,,
29_1,nomal,주인공,아주 좋았어요. ,,,,,,,9,,,,Null,,
29_1,nomal,주인공,"친구들이랑 신나게 운동도 같이 하고, 맛있는 음식도 나눠먹고",,,,,,,9,,,,Null,,
29_1,nomal,주인공,새로운 경험도 많이 하고 매일매일 즐거워요. ,,,,,,,9,,,,Null,,
29_1,nomal,이장,오호라~ 그 말을 들으니 나도 기쁘구나.,,,,,,,4,,(생각에 잠긴 듯),,Null,,
29_1,nomal,이장,그 좋은 경험이 P_name의 선택에서부터 시작된 거란다.,,,,,,,4,,,,Null,,
29_1,nomal,이장,P_name이가 우리 희망둥둥섬에 오기로 선택했기 때문에 좋은 경험을 하게 된 거지.,,,,,,,4,,,,Null,,
29_1,nomal,이장,선택은 그만큼 매우 중요하고,,,,,,,4,,,,Null,,
29_1,nomal,이장,또 모든 선택에는 책임이 따른다는 것을 잊지 말아야한단다.,,,,,,,4,,,,Null,,
29_1,nomal,이장,스스로 선택을 하고 그 선택에 책임을 지는 것은 멋진 일이야.,,,,,,,4,,,,Null,,
29_1,nomal,주인공,부모님이 이 섬에 오는 것을 제 스스로 선택할 수 있게 기회를 주셨어요.,,,,,,,9,,,,Null,,
29_1,nomal,주인공,그래서 저는 좋은 선택을 했고 결과도 좋아서 정말 기뻐요.,,,,,,,9,,,,Null,,
29_1,nomal,이장,엄지 척이야!  대단해! ,,,,,,,4,,,,Null,,
29_1,nomal,이장,우리는 항상 긍정적인 생각을 하도록 노력해야해. ,,,,,,,4,,,,Null,,
29_1,nomal,이장,"긍정적인 생각을 하면, 하루하루가 즐겁고 소중하지.",,,,,,,4,,,,Null,,
29_1,nomal,이장,"반대로 부정적인 생각을 하면, 하루하루가 힘들고 지치기 쉽지.",,,,,,,4,,,,Null,,
29_1,nomal,이장,부정적인 생각은 우리를 힘들게 만든단다. ,,,,,,,4,,,,Null,,
29_1,nomal,이장,그러니까 긍정적인 생각이 얼마나 중요한 지 알겠니?,,,,,,,4,,,,Null,,
29_1,nomal,주인공,"네, 이제 알겠어요.",,,,,,,9,,,,Null,,
29_1,nomal,주인공,"예전에는 힘들어, 어려워, 이런 부정적인 생각을 많이 했었거든요.",,,,,,,9,,,,Null,,
29_1,nomal,주인공,저 결심했어요! 앞으로는 긍정적인 생각을 많이 할 거에요. ,,,,,,,9,,,,Null,,
29_1,nomal,이장,오~ 이번엔 양손으로 엄지 척!  ,,,,,,,4,,,,Null,,
29_1,nomal,이장,그럼 그 결심을 담아 미래의 너 자신에게 편지를 써보겠니?,,,,,,,4,,,,Null,,
29_1,MasterOfMtLife,이장,그럼 그 결심을 담아 미래의 너 자신에게 편지를 써보겠니?,,,,,,,4,,(편지지를 띄우고 주인공이 편지를 쓸 수 있도록 한다.),,Null,,
29_2,nomal,이장,좋았어! 베리 굿! ,,,,,,,4,,,,Null,,
29_2,nomal,이장,미래의 P_name이가 현재의 P_name이를 무척 자랑스러워할 거란다.,,,,,,,4,,,,Null,,
29_2,nomal,이장,이렇게 좋은 결심을 했으니 말이야.,,,,,,,4,,,,Null,,
29_2,nomal,이장,"P_name이가 좋은 결심을 했으니, 앞으로 좋은 생각을 할 것이고 ",,,,,,,4,,,,Null,,
29_2,MasterOfMtLifeEnd,이장,좋은 생각으로 좋은 선택을 하겠지!,,,,,,,4,,,,Null,,
29_2,nomal,이장,그러면 P_name이는 좋은 삶을 살 게 될게야. 난 옆에서 늘 응원할게! ,,,,,,,4,,,,Null,,
29_2,nomal,주인공,우리 희망둥둥섬의 지킴이 수호이장님!  고맙습니다. ,,,,,,,9,,,,Null,,
29_2,ReloadEnd,end,end,,,,,,,9,,,,Null,,
