scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
19_1,nomal,엄마,P_name아! 외출 준비 다 했니? ,,,,,,,10,,,,Null,,
19_1,nomal,주인공,오늘 어디 가는 거예요?,,,,,,,9,,,,Null,,
19_1,nomal,아빠,지난 번에 가족끼리 나들이를 가자고 했었지? ,,,,,,,11,,,,Null,,
19_1,nomal,아빠,오늘 날씨가 화창해서 나들이 가기 딱이거든.,,,,,,,11,,,,Null,,
19_1,nomal,주인공,오예! 나들이 가서 뭘 할 거예요? ,,,,,,,9,,,,Null,,
19_1,nomal,엄마,이번 기회에 자연과 친해지면 어떨까? ,,,,,,,10,,,,Null,,
19_1,nomal,아빠,풀이랑 꽃도 손으로 만져보고 나무도 한아름 안아보고 말이야.,,,,,,,11,,,,Null,,
19_1,nomal,아빠,"자, 그럼 즐거운 나들이 출발~ ",,,,,,,11,,이동,,Null,,
19_1,Move,엄마,<순간이동>,,,,,,,10,,숲/산에 도착한 주인공. 자연 풍경을 한 번 비춰줌. ,,Null,,
19_1,nomal,엄마,P_name이도 공기를 크게 한번 마셔볼래? ,,,,,,,10,,,,Null,,
19_1,cuttoon,주인공,하아~ 상쾌해요~,,,,,,,9,0,공기를 들이마신다,,Null,,
19_1,Dcuttoon,주인공,맑은 공기를 마시니까 기분도 좋아져요!,,,,,,,9,,,,Null,,
19_1,Dcuttoon,아빠,"자, 이번에는 두 눈을 감고 조용히 자연의 소리를 들어보렴.",,,,,,,11,,,,Null,,
19_1,Dcuttoon,주인공,여러 소리가 들려요. 짹짹짹 새소리! 졸졸졸 물소리! 위이잉 바람소리! ,,,,,,,9,,(한참 듣다가),,Null,,
19_1,listen,주인공,눈을 감고 들으니까 신기하게 소리가 더 잘 들려요.,,,,,,,9,,,,Null,,
19_1,Dcuttoon,엄마,킁킁 이건 무슨 냄새지? 이번에는 자연의 냄새를 맡아볼까? ,,,,,,,10,,,,Null,,
19_1,Dcuttoon,엄마,킁킁 이건 나무 냄새!,,,,,,,10,,(나무를 가리키며),,Null,,
19_1,Dcuttoon,엄마,킁킁 이건 향긋한 꽃 향기! ,,,,,,,10,,(꽃을 가리키며) ,,Null,,
19_1,Dcuttoon,엄마,자연의 냄새를 맡으니까  마음이 편안해지는 구나.,,,,,,,10,,,,Null,,
19_1,Dcuttoon,주인공,"킁킁 이건 내가 제일 좋아하는 엄마, 아빠 냄새! 헤헤헤",,,,,,,9,,(들이마시며) ,,Null,,
19_1,Dcuttoon,주인공,"엄마, 아빠! 나들이 와서 자연이랑 더 가까워진 것 같아요. ",,,,,,,9,,,,Null,,
19_1,nomal,아빠,아빠도 오랜 만에 자연을 가까이 느낄 수 있어서  ,,,,,,,11,,,,Null,,
19_1,nomal,아빠,새삼 자연의 고마움을 알 수 있었단다! ,,,,,,,11,,,,Null,,
19_1,nomal,아빠,그럼 고마운 자연에게 어떻게 사랑을 전할 수 있을까?,,,,,,,11,,<노트 화면이 뜨고 적어보게 한다.,,Null,,
19_1,LoveNature,아빠,P_name이가 자연과 정말 친해졌나보네. ,,,,,,,11,,,,Null,,
19_1,nomal,아빠,자연을 위해 할 수 있는 일을 이렇게 많이 아는 걸 보니! 허허허,,,,,,,11,,,,Null,,
19_1,LoveNatureEnd,주인공,"친해지면 저절로 알게 되더라구요, 헤헤헤",,,,,,,9,,(쑥스러운 듯),,Null,,
19_1,nomal,엄마,P_name이가 이렇게 자연을 좋아하는 줄 몰랐네!,,,,,,,10,,(흐뭇한 듯),,Null,,
19_1,cuttoon,엄마,우리 자주 자연을 만나러 오자! 약속~,,,,,,,10,1,"(재료들(돗자리, 음식 등)을 꺼낸다)",,Null,,
19_1,ReloadEnd,end,z,,,,,,,1,,,,Null,,
