scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
1_1,nomal,하미,"하이, 새 친구! 우리 서로 자기 소개할까? ",,,,,,,3,,,,hami,,
1_1,nomal,주인공,"안녕, 내 이름은 P_name고, 희망둥둥섬에 새로 이사왔어.",,,,,,,9,,,,Null,,
1_1,nomal,하미,"난 농사짓는 하미. 요리하는 거 좋아, 먹는 건 더 좋아.  ",,,,,,,3,,,,hami,,
1_1,nomal,하미,P_name은 어때? 요리하는 거 좋아해?,,,,,,,3,,,,Null,,
1_1,nomal,주인공,모르겠어. 요리를 해 본적이 없어서…,,,,,,,9,,,,Null,,
1_1,nomal,하미,먹는 거는 좋아해?  오늘 뭐 먹었니?,,,,,,,3,,,,Null,,
1_1,nomal,주인공,빵만 먹었는데. 별로 먹고 싶지 않았거든.,,,,,,,9,,,,Null,,
1_1,nomal,하미,에잉 뭐야? 골고루 잘 먹는 게 얼마나 중요한데! 필수 영양소라고 들어봤니?,,,,,,,3,,,,Null,,
1_1,nomal,주인공,필수 영양소? 그게 뭔데?,,,,,,,9,,,,Null,,
1_1,nomal,하미,필수 영양소란 우리 몸에 꼭 필요한 영양소를 말해.,,,,,,,3,,,,Null,,
1_1,nomal,하미,"탄수화물, 단백질, 지방, 비타민, 무기질, 물!  이렇게 여섯 가지 영양소야. ",,,,,,,3,,,,Null,,
1_1,nomal,하미,건강하려면 이 필수 영양소를 골고루 먹어야한다구.,,,,,,,3,,,,Null,,
1_1,nomal,하미,삐용 삐용! 빵만 먹은 P_name의 몸에 필수 영양소가 부족합니다. ,,,,,,,3,,,,Null,,
1_1,nomal,주인공,헉? 그럼 어떡해? ,,,,,,,9,,,,Null,,
1_1,nomal,하미,괜찮아. 이제부터라도 골고루 잘 먹으면 되니까.,,,,,,,3,,,,Null,,
1_1,nomal,하미,띠링띠링! 하미가 골고루 맛있게 잘 먹는 방법을 알려줄게.,,,,,,,3,,,,Null,,
1_1,cuttoon,하미,이 식품구성 자전거를 봐봐.,,,,,,,3,0,,,Null,,
1_1,cuttoon,하미,"여기 보면 곡류, 고기'생선'계란'콩류, 채소류와 과일류, 우유와 유제품류, 그리고 물이 있지?",,,,,,,3,0,전체,,Null,,
1_1,cuttoon,하미,"하루에 세 번이나 네번, 밥이나 빵같은 곡류랑 고기'생선'계란'콩을 꼭 챙겨먹기!",,,,,,,3,1,"곡류, 고기생선류",,Null,,
1_1,cuttoon,하미,채소는 식사할 때마다 한두 가지 꼭 챙겨먹기!,,,,,,,3,2,채소류,,Null,,
1_1,cuttoon,하미,과일은 하루에 한개나 두 개 꼭 챙겨먹기!,,,,,,,3,3,과일류,,Null,,
1_1,cuttoon,하미,"우유나 치즈, 요구르트는 하루에 한번이나 두 번 꼭 챙겨먹기! ",,,,,,,3,4,유제품류,,Null,,
1_1,cuttoon,하미,그리고 물은 하루에 여섯 컵 정도 꼭 마시기!,,,,,,,3,5,물,,Null,,
1_1,nomal,하미,"빵을 먹을 때도 고기나 계란, 샐러드나 과일 등을 함께 먹어야 해? 알았지?",,,,,,,3,,,,Null,,
1_1,nomal,주인공,"어, 알았어. 근데, 챙겨먹는 게 좀 어려워... ",,,,,,,9,,,,Null,,
1_1,nomal,하미,"그래, 그럴 거야. 하지만 노력하면 할 수 있어. 아자! 아자! ",,,,,,,3,,,,Null,,
1_1,nomal,하미,영양에 대해 궁금하면 언제든지 하미에게 물어봐. ,,,,,,,3,,,0,Null,,
1_1,end,end,영양에 대해 궁금하면 언제든지 하미에게 물어봐. ,,,,,,,3,,,0,Null,,
