scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
9_1,nomal,주인공,"똑똑, 누구 없어요? 들어가도 될까요?",,,,,,,9,,"(종이에 무언가를 끄적이고, 구겨서 빈 통에 멀리 던지고 있는 메이)",,Null,,
9_1,nomal,메이,….,,,,,,,6,,"(묵묵부답, 하던 행동 계속함)",,Null,,
9_1,nomal,주인공,혹시 농장을 잠깐만 구경해도 되니?,,,,,,,9,,(큰 목소리로) ,,Null,,
9_1,LookAt,메이,으아아~ 깜짝이야!  넌 누.. 누구닝?  ,,,,,,,6,,(놀란 표정으로),,Null,,
9_1,nomal,주인공,난 얼마 전에 이사 온 P_name라고 해. 농장은 처음이라 지나가다 들어왔어.,,,,,,,9,,,,Null,,
9_1,nomal,주인공,우아아~ 이 돼지들을 직접 기르는 거야?  ,,,,,,,9,,,,Null,,
9_1,nomal,메이,어. 정확히 말하면 이 돼지들은 우리 가족인댕. ,,,,,,,6,,,,Null,,
9_1,nomal,주인공,돼지는 정말 꿀꿀꿀 거리는 구나. 귀엽다. 어? 근데 종이뭉치는 왜 던져? ,,,,,,,9,,,,Null,,
9_1,nomal,주인공,돼지들이 종이뭉치도 먹니?,,,,,,,9,,,,Null,,
9_1,nomal,메이,크크크크 이건 돼지 먹이가 아닌댕. ,,,,,,,6,,,,Null,,
9_1,nomal,메이,나 메이는 지금 스트레스를 푸는 중이양. ,,,,,,,6,,우린.. 이걸..,,Null,,
9_1,nomal,메이,"종이에 스트레스를 적은 다음, 종이를 공처럼 뭉쳐서 멀리 던지는 거양.",,,,,,,6,,쓰레기 무단투기라고 하기로 했어요..ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,Null,,
9_1,nomal,주인공,그러면 스트레스가 풀려?,,,,,,,9,,,,Null,,
9_1,nomal,메이,어. 종이뭉치를 멀리 던지면서 내 마음에 쌓인 스트레스를 비워내는 거양.,,,,,,,6,,,,Null,,
9_1,nomal,메이,누구나 살아가면서 스트레스를 느끼잖앙.,,,,,,,6,,,,Null,,
9_1,nomal,메이,스트레스에는 긍정적 스트레스와 부정적 스트레스로 나눌 수 있거든.,,,,,,,6,,,,Null,,
9_1,nomal,메이,긍정적 스트레스는 우리에게 힘을 주고 자신감을 줘서 좋은 결과를 가져올 수 있엉. ,,,,,,,6,,,,Null,,
9_1,nomal,메이,하지만 오랫동안 스트레스가 계속 쌓이면 좋지 않지.,,,,,,,6,,,,Null,,
9_1,nomal,메이,부정적 스트레스는 불안이나 우울한 증상을 일으킬 수 있거든.,,,,,,,6,,,,Null,,
9_1,nomal,메이,그리고 심하면 우리의 몸이 아파질 수도 있엉.,,,,,,,6,,,,Null,,
9_1,nomal,메이,그러니가 오랫동안 쌓인 스트레스는 꼭 풀어줘야징.,,,,,,,6,,,,Null,,
9_1,nomal,메이,메이가 추천하는 스트레스를 푸는 방법! 종이뭉치 멀리 던지기.,,,,,,,6,,,,Null,,
9_1,nomal,주인공,"메이야, 나도 해봐도 돼?",,,,,,,9,,,,Null,,
9_1,nomal,메이,해봐봐. 방법은 아주 간단해.,,,,,,,6,,,,Null,,
