scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
11_1,nomal,주인공,"수호이장님, 안녕하세요. (인사) 희망!",,,,,,,9,,,,heimang,,
11_1,nomal,이장,둥둥! P_name아! 오늘은 어쩐 일로 찾아왔니?,,,,,,,4,,(꽃에 물을 주며 정원을 가꾸고 있던 이장),,dung,,
11_1,nomal,주인공,고민척척 해결사님께 어쭤보고 싶은 게 있어서요.,,,,,,,9,,,,Null,,
11_1,nomal,이장,"옳거니, 어서 말해보렴. 오늘도 속시원히 고민을 풀어줄테니.",,,,,,,4,,(하던 일을 마무리 하듯 손을 탁탁 털며) (앉을 만한 곳으로 안내하며),,Null,,
11_1,nomal,주인공,제가 어떤 꿈을 가지면 좋을 지 잘 모르겠어요.,,,,,,,9,,,,Null,,
11_1,nomal,이장,"P_name아! 어떤 꿈을 가질지 생각하기 전에, 어떤 가치관으로 살 지 먼저 생각해봐야한단다. ",,,,,,,4,,,,Null,,
11_1,nomal,주인공,가치관이요? 그게 뭔데요? ,,,,,,,9,,,,Null,,
11_1,nomal,이장,"가치관이란 쉽게 말해, 자신이 무엇을 중요하게 생각하느냐는 것이지. ",,,,,,,4,,,,Null,,
11_1,nomal,이장,나는 자연과 이웃을 돌보는 마음을 중요하게 생각하거든.,,,,,,,4,,,,Null,,
11_1,nomal,이장,P_name이는 어떤 것들을 중요하다고 생각하니? ,,,,,,,4,,,,Null,,
11_1,nomal,주인공,잘 모르겠어요. 생각해보지 않았어요.,,,,,,,9,,,,Null,,
11_1,nomal,이장,그렇다면 여기서 뽑기 타임!  23장의 카드 중에서 P_name가 중요하다고 생각하는 것들을 골라보아라. ,,,,,,,4,,,,Null,,
11_1,train,,<가치관 카드 고르기>,,,,,,,1,,"게임 화면이 나온다. 20개의 가치관이 써있는 표가 등장한다. 20개->10개->5개 5개는 중요 순서대로, (기차이미지)",,ValueCard,,
11_1,nomal,이장,고른 카드들을 보면 P_name이가 무엇을 중요하게 생각하는 지 알 수 있지,,,,,,,4,,,,Null,,
11_1,nomal,이장,이 가치관이 꿈을 이루는데 도움이 될 거야.,,,,,,,4,,,,Null,,
11_1,trainEnd,이장,그리고 자기가 좋아하고 잘 하는 일을 찾고자 노력하면,,,,,,,4,,,,Null,,
11_1,nomal,이장,언젠가 꿈을 이루게 될 거야.  오늘도 고민 해결 척척! ,,,,,,,4,,,,Null,,
11_1,end,end,end,,,,,,,5,,,,Null,,
