scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
31_1,nomal,메이,서프라이즈!  ,,,,,,,6,,주인공 집에 찾아온 메이,,Null,,
31_1,nomal,주인공,깜짝이야! 메이구나. 연락도 없이 어쩐 일이야?,,,,,,,9,,,,Null,,
31_1,nomal,메이,크크크.. P_name아 많이 놀랐지? 내가 요즘 친구들을 깜짝 방문해서 깜짝 선물을 주고 있거든. ,,,,,,,6,,,,Null,,
31_1,nomal,주인공,"와, 어떤 선물일까 궁금하네! ",,,,,,,9,,,,Null,,
31_1,nomal,메이,"기대해도 좋아. 근데, 그 전에 P_name에게 물어볼 게 있거든.  혹시 P_name는 희망둥둥섬에서 지내면서 스트레스를 받거나 힘들었던 때가 있었니?",,,,,,,6,,,,Null,,
31_1,nomal,주인공,음음… 있었던 것 같애. ,,,,,,,9,,,,Null,,
31_1,nomal,메이,그럴 때 어땠어? 난 스트레스를 받거나 힘들었을 때 부정적인 생각이 많이 들던데.,,,,,,,6,,,,Null,,
31_1,nomal,메이,"친구들한테도 물어보니까, 어떤 친구는 훌라후프를 연습해도 잘 못하니까 자기가 영원히 훌라후프를  잘 할 수 없을 거란 부정적인 생각이 들더래.  ",,,,,,,6,,,,Null,,
31_1,nomal,메이,"또 어떤 친구는 이장님이랑 세운 계획을 실천하지 못하면 어쩌나 걱정이 많이 되더래. 그리고 또 다른 친구는 힘찬이랑 같이 운동을 하는데, 힘찬이는 운동을 잘하고 자기는 잘 못하니까 운동하기 싫다는 생각이 들었대.",,,,,,,6,,,,Null,,
31_1,nomal,메이,P_name도 친구들처럼 부정적인 생각이 든 적 있었니?,,,,,,,6,,,,Null,,
31_1,nomal,주인공,응. 실은 계획을 세웠는데 실천을 못했던 적이 있었거든. 그때 다음에는 계획을 세우지 말아야겠다는 생각을 했었어.,,,,,,,9,,,,Null,,
31_1,nomal,메이,그런 부정적인 생각이 들때 기분이 어땠어?,,,,,,,6,,,,Null,,
31_1,nomal,주인공,기분도 안좋았고 속상했지.,,,,,,,9,,,,Null,,
31_1,nomal,메이,그랬구나. 누구나 스트레스를 받으면 기분도 안좋아지고 부정적인 생각이 들기 쉬워. 그래서 스트레스를 잘 관리하고 부정적인 생각이 나지 않게 해야해.,,,,,,,6,,,,Null,,
31_1,nomal,주인공,"근데, 그게 어려워. ",,,,,,,9,,,,Null,,
31_1,nomal,메이,내게 좋은 방법이 있어. 그 방법대로 하면 스트레스를 잘 관리하고 부정적인 생각에 사로잡히지 않을 수 있을 거야.,,,,,,,6,,,,Null,,
31_1,nomal,주인공,어떤 방법인데? ,,,,,,,9,,,,Null,,
31_1,nomal,메이,특별한 주문을 외치는 거야. 이 주문을 외치면 스트레스랑 부정적인 생각을 물리칠 수 있게 돼.,,,,,,,6,,,,Null,,
31_1,nomal,메이,내가 특별한 주문 11개를 알려줄게. 그 중에서 P_name가 마음에 드는 주문을 골라봐. ,,,,,,,6,,,,Null,,
31_1,spell,메이,내가 특별한 주문 11개를 알려줄게. 그 중에서 P_name가 마음에 드는 주문을 골라봐. ,,,,,,,6,,주문적는 UI active,,Null,,
31_1,spellWriteEnd,메이,머릿속에 부정적인 생각이 들때마다 P_name가 고른 특별한 주문을 큰소리로 외쳐봐! 그러면 신기하게도 부정적인 생각이 사라지고 밝고 긍정적인 생각이 떠오를 거야.,,,,,,,6,,주문 다 적고 선택,,Null,,
31_1,nomal,메이,머릿속에 부정적인 생각이 들때마다 P_name가 고른 특별한 주문을 큰소리로 외쳐봐! 그러면 신기하게도 부정적인 생각이 사라지고 밝고 긍정적인 생각이 떠오를 거야.,,,,,,,6,,,,Null,,
31_1,spellEnd,주인공,"좋았어! 특별한 주문으로 스트레스랑 부정적인 생각을 물리치고 말테야! 메이야, 알려줘서 고마워! ",,,,,,,9,,,,Null,,
31_1,ReloadEnd,end,end,,,,,,,,,특별한 주문을 부모님과 함께 외쳐보세요. 그리고 메이가 준비한 깜짝 선물을 받으세요. ,,,,
