scriptNumber,scriptType,name,dialog,select1,select2,select3,select4,select5,answer,image,cuttoon,비고,QuizNumber,SoundEffect,,FALSE
28_1,cuttoon,주인공,"킁킁, 어디서 맛있는 냄새가 나는데, 어디서 나는 냄새지?  여기 어딘데, 킁킁킁…",,,,,,,9,0,하미 집 모습 일러스트,,Null,,
28_1,Dcuttoon,주인공,오호라! 하미 집에서 나는 냄새였네. 똑똑똑.,,,,,,,9,0,(하미 집 문을 두드리며) ,,Null,,
28_1,cuttoon,하미,누구세요?,,,,,,,3,1,(하미가 문을 열어주는 일러스트).,,Null,,
28_1,Dcuttoon,주인공,하미야! 나야 P_name. ,,,,,,,9,1,,,Null,,
28_1,Dcuttoon,하미,"P_name아, 맛있는 냄새 맡고 찾아왔구나! ",,,,,,,3,1,,,Null,,
28_1,Dcuttoon,주인공,응. 맛있는 냄새 때문에 그냥 못 지나가겠더라구.,,,,,,,9,1,,,Null,,
28_1,Dcuttoon,하미,그랬구나. 잘 왔어. 어서 들어와. ,,,,,,,3,1,,,Null,,
28_1,cuttoon,주인공,"킁킁킁… 오! 맛있는 냄새! 하미야, 뭐 만들고 있었던거야?",,,,,,,9,2,"식탁에 고구마 머핀, 식탁 옆 하미",,Null,,
28_1,Dcuttoon,하미,달콤한 하미표 고구마 머핀을 만들고 있었지.,,,,,,,3,2,,,Null,,
28_1,Dcuttoon,주인공,"고구마 머핀? 맛있겠다, 꿀꺽! 우아! 머핀을 왜 이렇게 많이 만들었어?.",,,,,,,9,2, (식탁 위 잔뜩 만들어진 머핀을 본 후 놀라며) ,,Null,,
28_1,Dcuttoon,하미,얼마 전에 요미랑 여미가 놀러 왔었거든. 그때 내가 고구마 머핀을 만들어줬었어. 요미랑 여미가 얼마나 맛있게 먹던지!  그래서 오늘은 고구마 머핀을 많이 만들어서 마을 주민들에게 나눠주려구.,,,,,,,3,2,,,Null,,
28_1,Dcuttoon,주인공,역시 하미는 인심이 좋다니까! ,,,,,,,9,2,,,Null,,
28_1,Dcuttoon,하미,내가 만든 음식을 친구들과 나눠먹으면 정말 행복해. 또 친구들이 맛있게 먹을 때 엄청 뿌듯하구.,,,,,,,3,2,,,Null,,
28_1,cuttoon,주인공,"맞아. 나도 그랬는데. 내가 만든 김밥을 가족들이랑 나눠먹었는데, 혼자 먹을 때보다 더 맛있더라구. 그때 정말 즐거웠어.  ",,,,,,,9,3,부모님과 김밥소풍 일러스트,,Null,,
28_1,cuttoon,하미,어머나! P_name이도 나눔의 기쁨을 경험해 봤구나! 그럼 우리 이번 기회에 나눔 계획을 세워서 나눔을 실천해보면 어때? ,,,,,,,3,2,"식탁에 고구마 머핀, 식탁 옆 하미",,Null,,
28_1,Dcuttoon,주인공,"오, 하미는 어쩜 요리도 잘 하고 좋은 생각도 잘 하니? ",,,,,,,9,2,,,Null,,
28_1,Dcuttoon,하미,에이 뭘 이 정도로! 그럼 먼저 나눔 계획부터 세워볼까?,,,,,,,3,2,,,Null,,
28_1,Nanum,하미,딱 좋아! 아주 좋은 나눔 계획인 걸.  ,,,,,,,3,,메모장 등장,,Null,,
28_1,nomal,하미,"작은 것이라도 나누면, 기쁨이 커지는 특별한 경험을 할 수 있을 거야! 그럼 나눔 계획을 세웠으니 우리 꼭 실천해보자. ",,,,,,,3,,,,Null,,
28_1,NanumEnd,주인공,그러자. 나눔 계획을 꼭 실천해보자구! ,,,,,,,9,,부모님인증_나눔계획 실천,,Null,,
28_1,end,end,,,,,,,,,,,,,,
